data;estado;municipio;confirmados;obitos;populacao
44007;PR;Rio Branco do Sul;41;0;32397
44007;RN;Jardim de Piranhas;41;2;14837
44007;RN;São Rafael;41;2;8202
44008;AL;São Brás;40;0;6961
44008;AM;Apuí;40;0;21973
44008;ES;Itarana;40;1;10555
44008;MG;Buritizeiro;40;0;28056
44008;MG;Pirapetinga;40;1;10752
44008;MG;Rio Acima;40;0;10312
44008;MG;Santo Antônio do Amparo;40;1;18525
44008;MT;Juscimeira;40;1;11221
44008;PI;Vila Nova do Piauí;40;0;2971
44008;SC;Monte Carlo;40;0;9866
44008;SP;Álvares Machado;40;1;24915
44008;SP;Ariranha;40;0;9668
44008;SP;Cachoeira Paulista;40;1;33327
44008;SP;Cândido Mota;40;0;31280
44008;SP;Jaborandi;40;1;6929
44008;SP;Jacupiranga;40;4;17866
44008;SP;Penápolis;40;4;63407
44007;PR;Pontal do Paraná;40;2;27284
44007;RN;Maxaranguape;40;1;12371
44007;TO;Itapiratins;40;0;3777
44006;RO;Nova União;40;0;6970
44003;PB;Cacimba de Dentro;40;0;17187
44003;PB;Caturité;40;0;4852
44003;PB;Taperoá;40;1;15376
44008;BA;Camamu;39;1;35316
44008;ES;Água Doce do Norte;39;2;11019
44008;ES;Irupi;39;0;13377
44008;GO;Alexânia;39;0;27653
44008;GO;Rubiataba;39;3;19882
44008;MG;Guarda-Mor;39;0;6580
44008;MG;Itanhandu;39;1;15331
44008;MG;Rio Casca;39;0;13564
44008;MT;Diamantino;39;1;22041
44008;PE;Alagoinha;39;1;14636
44008;SP;Cananéia;39;3;12540
44008;SP;Ilha Comprida;39;2;11166
44008;SP;Maracaí;39;0;14002
44008;SP;Santa Rita do Passa Quatro;39;2;27557
44007;MS;Ladário;39;0;23331
44007;PR;Marechal Cândido Rondon;39;0;52944
44007;PR;Ribeirão do Pinhal;39;1;13029
44007;RN;Caiçara do Rio do Vento;39;1;3684
44007;RN;São Pedro;39;3;5971
44008;BA;Rio Real;38;0;40732
44008;CE;Milagres;38;2;27512
44008;MA;São Pedro dos Crentes;38;0;4668
44008;MG;Arcos;38;1;40092
44008;MG;Lagoa Formosa;38;0;18052
44008;MG;Poço Fundo;38;0;16791
44008;MG;São Gonçalo do Rio Abaixo;38;1;10920
44008;MG;São José da Lapa;38;2;23766
44008;PI;Corrente;38;0;26644
44008;SC;Abelardo Luz;38;1;17904
44008;SC;Antônio Carlos;38;4;8513
44008;SC;Laguna;38;2;45814
44008;SP;Pacaembu;38;2;14197
44008;SP;Pirajuí;38;2;25492
44008;SP;Uchoa;38;4;10110
44007;PR;Imbituva;38;1;32564
44007;PR;Palotina;38;1;31846
44007;PR;Santa Tereza do Oeste;38;2;10139
44007;PR;Tupãssi;38;0;8124
44007;PR;União da Vitória;38;0;57517
44007;RN;Lagoa d'Anta;38;1;6769
44007;RN;Riachuelo;38;1;8128
44007;TO;Filadélfia;38;1;8856
44007;TO;Miracema do Tocantins;38;0;18248
44003;PB;Duas Estradas;38;1;3596
44008;BA;Iaçu;37;4;24305
44008;BA;Itanhém;37;1;19405
44008;GO;Abadiânia;37;1;20042
44008;GO;Cristalina;37;2;58997
44008;GO;São João d'Aliança;37;1;13740
44008;MG;Cana Verde;37;0;5603
44008;MG;Ibiá;37;1;25199
44008;MG;São Sebastião do Paraíso;37;1;70956
44008;RS;Lagoa Vermelha;37;1;27807
44008;RS;Saldanha Marinho;37;4;2650
44008;RS;Santo Antônio da Patrulha;37;1;42894
44008;SC;Gravatal;37;1;11501
44008;SC;Jaguaruna;37;0;20024
44008;SC;Sangão;37;0;12678
44008;SE;Japaratuba;37;3;18743
44008;SP;Gastão Vidigal;37;8;4808
44008;SP;Novo Horizonte;37;0;41052
44008;SP;Pirangi;37;1;11417
44008;SP;Planalto;37;0;5237
44007;PR;Castro;37;0;71484
44007;PR;Guaratuba;37;1;37067
44007;PR;Jacarezinho;37;0;39378
44007;PR;Marmeleiro;37;0;14367
44007;PR;Santo Antônio da Platina;37;0;45993
44007;RN;Afonso Bezerra;37;4;11035
44007;RN;Governador Dix-Sept Rosado;37;0;13037
44007;RN;Montanhas;37;3;11251
44006;RO;São Francisco do Guaporé;37;1;20266
44003;PB;Cachoeira dos Índios;37;3;10244
44008;BA;Aporá;36;1;17731
44008;BA;Mansidão;36;0;13643
44008;MA;Fortaleza dos Nogueiras;36;0;12631
44008;MA;Presidente Vargas;36;0;11193
44008;MA;São Domingos do Azeitão;36;0;7392
44008;MA;São João do Paraíso;36;1;11177
44008;MG;Raposos;36;2;16354
44008;MG;Ubaporanga;36;0;12471
44008;MT;Paranatinga;36;0;22563
44008;PI;Campo Grande do Piauí;36;1;5943
44008;RS;Charqueadas;36;1;40789
44008;SE;Campo do Brito;36;2;18109
44008;SP;Auriflama;36;0;15189
44008;SP;Elias Fausto;36;2;17772
44008;SP;Santo Antônio de Posse;36;0;23310
44008;SP;Tabatinga;36;0;16496
44007;MS;Ivinhema;36;0;23187
44007;MS;Nova Andradina;36;0;54374
44007;PR;Abatiá;36;0;7457
44007;PR;São João do Caiuá;36;1;5855
44007;RN;Carnaubais;36;2;10759
44007;RN;Pau dos Ferros;36;2;30394
44007;RR;Uiramutã;36;1;10559
44008;AL;Cacimbinhas;35;2;10858
44008;AL;Campestre;35;3;6936
44008;BA;Caatiba;35;0;6758
44008;BA;Itatim;35;2;14487
44008;CE;Croatá;35;1;18063
44008;ES;Ibitirama;35;3;8889
44008;ES;Mantenópolis;35;2;15350
44008;GO;Aragarças;35;1;20118
44008;GO;Piracanjuba;35;1;24524
44008;MA;Pastos Bons;35;1;19472
44008;MG;Araporã;35;1;6869
44008;MG;Santo Antônio do Monte;35;0;28243
44008;PA;Brejo Grande do Araguaia;35;0;7380
44008;SC;Caxambu do Sul;35;1;3642
44008;SP;Lucélia;35;5;21747
44008;SP;Saltinho;35;1;8286
44008;SP;Santa Adélia;35;0;15480
44008;SP;Santa Maria da Serra;35;0;6173
44008;SP;Socorro;35;4;41005
44007;PR;Jesuítas;35;3;8412
44007;RN;Serra Caiada;35;3;10395
44006;RO;Campo Novo de Rondônia;35;2;14139
44003;PB;Piancó;35;2;16075
44003;PB;Pocinhos;35;0;18564
44008;BA;Barrocas;34;0;15978
44008;BA;Conde;34;2;25837
44008;BA;Monte Santo;34;1;49418
44008;CE;Jardim;34;2;27174
44008;ES;Apiacá;34;1;7567
44008;GO;Nova Glória;34;0;8164
44008;MA;Lajeado Novo;34;0;7550
44008;MA;Luís Domingues;34;1;6951
44008;MG;Alfenas;34;0;79996
44008;MG;Juatuba;34;1;26946
44008;MG;São João do Manteninha;34;0;5859
44008;MG;Tocantins;34;0;16659
44008;MG;Visconde do Rio Branco;34;1;42564
44008;PA;Pau D'Arco;34;1;5483
44008;RJ;Trajano de Moraes;34;0;10626
44008;SC;Fraiburgo;34;0;36443
44008;SC;Ponte Serrada;34;2;11593
44008;SE;Riachuelo;34;2;10213
44008;SP;Águas de Lindóia;34;3;18705
44008;SP;Buritama;34;1;17144
44008;SP;Itapuí;34;1;13992
44007;PR;Laranjeiras do Sul;34;0;32073
44007;PR;Rondon;34;1;9579
44007;RN;Espírito Santo;34;1;10505
44007;RN;Jaçanã;34;0;9133
44007;RN;Santa Maria;34;2;5551
44007;TO;Aragominas;34;0;5758
44007;TO;Araguaçu;34;1;8517
44003;PB;Araruna;34;2;20312
44008;BA;Guaratinga;33;0;20843
44008;BA;Oliveira dos Brejinhos;33;0;21825
44008;BA;Piraí do Norte;33;0;10023
44008;BA;Saubara;33;2;12043
44008;BA;Xique-Xique;33;0;46483
44008;GO;Abadia de Goiás;33;0;8773
44008;GO;Chapadão do Céu;33;0;10167
44008;MA;Primeira Cruz;33;1;15315
44008;MG;São Francisco;33;4;56323
44008;MT;Alto Araguaia;33;3;19044
44008;PI;Dirceu Arcoverde;33;0;7011
44008;PI;Dom Expedito Lopes;33;0;6904
44008;PI;Monsenhor Hipólito;33;1;7749
44008;RS;Porto Xavier;33;0;10246
44008;RS;Sananduva;33;0;16270
44008;SC;Arabutã;33;0;4267
44008;SC;Massaranduba;33;1;16916
44008;SP;Descalvado;33;2;33718
44008;SP;Eldorado;33;1;15494
44008;SP;Guaiçara;33;0;12168
44008;SP;Itápolis;33;0;43120
44008;SP;Matão;33;1;83170
44008;SP;Morungaba;33;1;13622
44008;SP;Pirapozinho;33;2;27527
44007;MS;Deodápolis;33;1;12924
44007;PR;Santa Mariana;33;4;11724
44007;RN;São Miguel do Gostoso;33;3;10282
44006;RO;Alto Alegre dos Parecis;33;1;13241
44003;PB;Princesa Isabel;33;1;23345
44008;AL;Jacuípe;32;1;7021
44008;BA;Campo Alegre de Lourdes;32;1;28798
44008;BA;Pintadas;32;0;10437
44008;GO;Leopoldo de Bulhões;32;1;7647
44008;GO;Rialma;32;0;10918
44008;GO;Silvânia;32;0;20695
44008;MG;Carandaí;32;3;25501
44008;MG;Mateus Leme;32;1;31086
44008;MG;Ponto dos Volantes;32;0;12121
44008;MG;Taiobeiras;32;1;34132
44008;MG;Três Marias;32;1;32356
44008;MT;Comodoro;32;1;20763
44008;PA;Belterra;32;5;17732
44008;PE;Venturosa;32;2;18482
44008;PI;Boa Hora;32;0;6781
44008;PI;Brasileira;32;0;8329
44008;PI;São Pedro do Piauí;32;1;14291
44008;RJ;Cordeiro;32;1;21926
44008;RJ;Itatiaia;32;0;31805
44008;RS;Canguçu;32;2;56045
44008;RS;Ronda Alta;32;0;10601
44008;RS;São Jerônimo;32;1;24248
44008;SC;Santa Rosa do Sul;32;0;8358
44008;SC;São Carlos;32;0;11281
44008;SC;Saudades;32;0;9745
44008;SE;Graccho Cardoso;32;0;5818
44008;SP;Buri;32;1;19878
44008;SP;Pindorama;32;1;17049
44008;SP;São João das Duas Pontes;32;1;2568
44007;MS;Sonora;32;0;19274
44007;PR;Pitanga;32;0;30310
44007;RN;Parelhas;32;0;21477
44006;RO;Colorado do Oeste;32;0;15882
44006;RO;Vale do Anari;32;0;11204
44003;PB;Cubati;32;0;7797
44008;BA;Cansanção;31;2;34834
44008;GO;Bom Jesus de Goiás;31;0;25216
44008;MG;Campos Altos;31;0;15461
44008;MG;Divino;31;0;19931
44008;MT;Jangada;31;1;8409
44008;PE;Buenos Aires;31;3;13155
44008;PE;Cabrobó;31;1;34221
44008;PE;Cedro;31;1;11807
44008;PE;Iguaracy;31;1;12228
44008;PE;Pedra;31;3;22617
44008;RS;Constantina;31;1;9911
44008;RS;General Câmara;31;1;8385
44008;RS;Roca Sales;31;2;11393
44008;RS;Sertão;31;1;5415
44008;SC;Coronel Freitas;31;0;9981
44008;SC;Cunha Porã;31;0;11086
44008;SC;Schroeder;31;0;21365
44008;SE;Arauá;31;4;10056
44008;SE;Malhada dos Bois;31;0;3682
44008;SP;Mineiros do Tietê;31;1;12908
44008;SP;Viradouro;31;3;18898
44007;PR;Cambará;31;0;25360
44007;PR;Carlópolis;31;0;14320
44007;PR;Corbélia;31;0;17071
44007;PR;Tamboara;31;1;5120
44007;RN;Porto do Mangue;31;2;6437
44007;RN;São Miguel;31;0;23519
44007;TO;Couto Magalhães;31;1;5588
44003;PB;Cuité de Mamanguape;31;0;6353
44003;PB;Matinhas;31;0;4500
44003;PB;Pilões;31;0;6635
44008;BA;Canavieiras;30;2;31099
44008;BA;Igrapiúna;30;1;13226
44008;CE;Aurora;30;3;24654
44008;GO;Campos Belos;30;1;19887
44008;GO;Vianópolis;30;0;13863
44008;MA;Altamira do Maranhão;30;3;8128
44008;MA;Jatobá;30;0;10153
44008;MG;Espinosa;30;2;31617
44008;MG;João Pinheiro;30;0;47452
44008;MG;Nepomuceno;30;0;26769
44008;MG;Perdizes;30;1;16168
44008;MT;Pontal do Araguaia;30;0;6711
44008;MT;Ribeirão Cascalheira;30;0;10206
44008;PE;Parnamirim;30;1;22010
44008;PI;Curimatá;30;0;11388
44008;SC;Armazém;30;0;8674
44008;SE;Monte Alegre de Sergipe;30;2;15031
44008;SE;Santa Luzia do Itanhy;30;1;14035
44008;SP;Campina do Monte Alegre;30;0;6024
44008;SP;Monte Azul Paulista;30;0;19008
44008;SP;Presidente Epitácio;30;2;44200
44007;AC;Jordão;30;0;8317
44007;PR;Missal;30;0;10702
44007;PR;Terra Boa;30;2;17094
44007;RN;Caiçara do Norte;30;1;6549
44007;RN;Jardim do Seridó;30;1;12396
44007;TO;Ananás;30;0;9549
44003;PB;São João do Rio do Peixe;30;0;18034
44003;PB;Sumé;30;0;16966
44008;AL;Olivença;29;0;11624
44008;BA;Amargosa;29;1;37241
44008;BA;Jitaúna;29;2;11166
44008;CE;Arneiroz;29;1;7840
44008;MA;Alcântara;29;5;22097
44008;MG;Centralina;29;1;10350
44008;MG;Cláudio;29;0;28617
44008;MG;Medina;29;1;20820
44008;MG;Vargem Alegre;29;0;6480
44008;MT;Novo Santo Antônio;29;0;2640
44008;PA;Palestina do Pará;29;1;7589
44008;PE;Jurema;29;0;15378
44008;PI;Boqueirão do Piauí;29;0;6407
44008;PI;Lagoinha do Piauí;29;0;2845
44008;PI;Santa Luz;29;1;5860
44008;RS;Cidreira;29;1;16254
44008;RS;Dois Irmãos;29;1;32671
44008;RS;Paraí;29;0;7657
44008;RS;Parobé;29;1;58272
44008;SE;General Maynard;29;2;3346
44008;SP;Bom Jesus dos Perdões;29;0;25448
44008;SP;Junqueirópolis;29;1;20679
44008;SP;Rafard;29;0;9076
44007;PR;Foz do Jordão;29;0;4650
44007;PR;Joaquim Távora;29;0;11908
44007;PR;Lapa;29;0;48163
44007;PR;Palmas;29;0;50986
44007;PR;Ramilândia;29;0;4451
44007;RN;Jandaíra;29;1;6878
44007;RN;Tibau;29;1;4106
44007;TO;Araguanã;29;1;5729
44003;PB;Fagundes;29;2;11253
44003;PB;Natuba;29;0;10454
44003;PB;Sertãozinho;29;0;5024
44008;BA;Maraú;28;2;20570
44008;BA;Santo Estêvão;28;1;52850
44008;BA;Vereda;28;1;6205
44008;CE;Barro;28;6;22680
44008;CE;Piquet Carneiro;28;1;16959
44008;GO;Guapó;28;0;14209
44008;GO;Ipameri;28;1;26985
44008;MG;Antônio Dias;28;0;9318
44008;MG;Buritis;28;0;24841
44008;MG;Carlos Chagas;28;0;18837
44008;MG;Diamantina;28;0;47723
44008;MG;Estiva;28;1;11354
44008;MG;Lajinha;28;0;19923
44008;PE;Brejinho;28;0;7487
44008;PI;Cocal de Telha;28;0;4891
44008;RJ;Sumidouro;28;2;15623
44008;RS;Coxilha;28;1;2756
44008;RS;Presidente Lucena;28;0;2901
44008;RS;Vila Maria;28;1;4358
44008;SC;Itapoá;28;1;20576
44008;SC;Xavantina;28;0;3933
44008;SP;Duartina;28;1;12445
44008;SP;Indiana;28;0;4885
44007;PR;Balsa Nova;28;0;12941
44007;PR;Itaipulândia;28;0;11176
44007;PR;Paiçandu;28;2;41281
44007;PR;Quedas do Iguaçu;28;0;34103
44007;PR;Terra Rica;28;1;16789
44007;RN;Lagoa de Velhos;28;0;2732
44007;RN;Taipu;28;1;12279
44007;TO;Barrolândia;28;1;5632
44007;TO;Lagoa da Confusão;28;0;13357
44007;TO;Nazaré;28;2;3898
44003;PB;Cacimbas;28;1;7173
44003;PB;Montadas;28;0;5669
44008;AL;Monteirópolis;27;0;7159
44008;BA;Maracás;27;1;20834
44008;BA;Potiraguá;27;0;7224
44008;BA;Remanso;27;1;41008
44008;BA;Taperoá;27;0;21074
44008;CE;Pereiro;27;0;16307
44008;CE;Poranga;27;0;12336
44008;CE;Porteiras;27;1;14996
44008;CE;Saboeiro;27;1;15819
44008;ES;Governador Lindenberg;27;0;12709
44008;GO;Indiara;27;0;15611
44008;MA;Buriti Bravo;27;0;23884
44008;MA;Palmeirândia;27;2;19722
44008;MG;Paraisópolis;27;4;21083
44008;MG;Urucânia;27;0;10358
44008;MT;Juruena;27;0;15865
44008;MT;São José dos Quatro Marcos;27;2;18906
44008;PE;Jucati;27;1;11424
44008;PE;Salgadinho;27;0;10919
44008;PI;Capitão de Campos;27;0;11417
44008;PI;Caraúbas do Piauí;27;0;5868
44008;PI;Caxingó;27;0;5424
44008;PI;Coivaras;27;0;4020
44008;PI;Pau D'Arco do Piauí;27;0;4045
44008;PI;Simões;27;0;14633
44008;RS;Encruzilhada do Sul;27;1;25877
44008;RS;Gaurama;27;0;5534
44008;RS;Gramado dos Loureiros;27;0;2082
44008;RS;Ibirapuitã;27;2;4013
44008;RS;Panambi;27;0;43667
44008;SC;Bom Jesus;27;0;3010
44008;SC;Luiz Alves;27;0;12859
44008;SC;São Lourenço do Oeste;27;2;24076
44008;SC;Siderópolis;27;1;14007
44008;SC;Vargem Bonita;27;1;4492
44008;SP;Américo de Campos;27;0;5969
44008;SP;Borborema;27;0;16046
44008;SP;Irapuru;27;1;8294
44008;SP;Palmital;27;1;22221
44008;SP;Pereira Barreto;27;3;25669
44007;PR;Boa Vista da Aparecida;27;0;7591
44007;PR;Colorado;27;1;24012
44007;PR;Imbaú;27;2;13111
44007;PR;Siqueira Campos;27;4;21016
44007;RN;Pedra Grande;27;0;3237
44008;AL;Estrela de Alagoas;26;0;18205
44008;AL;Piranhas;26;2;25039
44008;BA;Coração de Maria;26;0;22605
44008;BA;Esplanada;26;0;37237
44008;GO;Buriti Alegre;26;0;9459
44008;GO;Goianápolis;26;2;11231
44008;MG;Elói Mendes;26;0;28076
44008;MG;Matias Barbosa;26;0;14468
44008;MG;Novo Cruzeiro;26;1;31331
44008;MG;Pratápolis;26;0;8603
44008;MT;Santa Carmem;26;1;4525
44008;PE;Capoeiras;26;3;20048
44008;PE;Jupi;26;2;14836
44008;RS;Faxinalzinho;26;0;2315
44008;RS;Nova Hartz;26;0;21615
44008;SC;Águas de Chapecó;26;0;6486
44008;SC;Cocal do Sul;26;1;16684
44008;SP;Conchal;26;0;28050
44008;SP;Luís Antônio;26;1;14947
44008;SP;Ribeirão Branco;26;0;16444
44008;SP;Salesópolis;26;5;17139
44007;MS;Maracaju;26;0;47083
44007;PR;Araruna;26;2;13970
44007;PR;Guapirama;26;1;3802
44007;PR;Jussara;26;1;7013
44007;RN;Tangará;26;3;15727
44007;TO;Maurilândia do Tocantins;26;1;3426
44006;RO;Cerejeiras;26;2;16323
44006;RO;Governador Jorge Teixeira;26;0;7767
44006;RO;Seringueiras;26;0;11856
44003;PB;Umbuzeiro;26;1;9907
44008;BA;Água Fria;25;1;16970
44008;BA;Caravelas;25;0;22016
44008;BA;Conceição do Almeida;25;0;17247
44008;BA;Ibicuí;25;0;16198
44008;BA;Nazaré;25;0;28525
44008;CE;Potiretama;25;0;6419
44008;ES;Montanha;25;1;18833
44008;MA;Riachão;25;0;20195
44008;MA;Tasso Fragoso;25;0;8521
44008;MG;Iapu;25;1;11004
44008;MG;Porteirinha;25;0;37906
44008;MG;Rio Manso;25;3;5832
44008;MT;Acorizal;25;1;5399
44008;MT;Juara;25;1;34974
44008;MT;Nobres;25;1;15336
44008;MT;Novo Mundo;25;0;9178
44008;PA;Curuá;25;0;14393
44008;PE;Belém de Maria;25;0;12073
44008;PE;Tracunhaém;25;5;13769
44008;PE;Tupanatinga;25;2;27304
44008;PE;Tuparetama;25;2;8202
44008;PI;Alto Longá;25;1;14304
44008;PI;Isaías Coelho;25;1;8549
44008;PI;Paulistana;25;0;20523
44008;RS;Condor;25;1;6753
44008;RS;Salto do Jacuí;25;0;12449
44008;RS;São Valentim;25;1;3299
44008;RS;Terra de Areia;25;0;11204
44008;SC;Balneário Barra do Sul;25;0;10795
44008;SC;Garopaba;25;1;23078
44008;SC;Itapiranga;25;0;16872
44008;SC;Mafra;25;0;56292
44008;SC;Morro da Fumaça;25;0;17796
44008;SP;Garça;25;0;44390
44008;SP;Guarantã;25;0;6664
44008;SP;Nova Aliança;25;1;6973
44008;SP;Paraibuna;25;0;18222
44008;SP;Severínia;25;0;17496
44008;SP;Tambaú;25;0;23207
44008;SP;Tremembé;25;0;47185
44007;MS;Bataguassu;25;0;23024
44007;PR;Braganey;25;1;5427
44007;PR;Campo Bonito;25;0;3833
44007;PR;Irati;25;0;60727
44007;PR;Wenceslau Braz;25;1;19414
44007;RN;Angicos;25;2;11714
44007;RN;Campo Redondo;25;0;11217
44007;RN;Vila Flor;25;0;3170
44007;TO;Santa Terezinha do Tocantins;25;0;2529
44003;PB;Coremas;25;0;15445
44003;PB;Desterro;25;0;8297
44003;PB;Olho d'Água;25;0;6526
44003;PB;Santa Teresinha;25;0;4573
44003;PB;Tavares;25;0;14726
44008;AL;Água Branca;24;0;20196
44008;AL;Carneiros;24;0;9081
44008;AL;Senador Rui Palmeira;24;1;13870
44008;BA;Anguera;24;0;11221
44008;BA;Caldeirão Grande;24;1;13327
44008;BA;Condeúba;24;0;17247
44008;BA;Pau Brasil;24;3;9831
44008;BA;Riacho de Santana;24;0;35421
44008;GO;Barro Alto;24;0;11167
44008;GO;Uruana;24;0;13843
44008;MA;Cândido Mendes;24;4;20178
44008;MG;Dores do Indaiá;24;0;13483
44008;MG;Frei Inocêncio;24;0;9611
44008;MG;Lagamar;24;0;7613
44008;MG;Lambari;24;1;20814
44008;MT;Alto Garças;24;0;12030
44008;MT;Cláudia;24;0;12149
44008;MT;Lambari D'Oeste;24;0;6121
44008;PE;Calumbi;24;1;5750
44008;PI;Matias Olímpio;24;2;10936
44008;RJ;Quatis;24;0;14302
44008;RS;Canela;24;1;44998
44008;RS;Imbé;24;0;22800
44008;RS;Tenente Portela;24;0;13485
44008;SC;Abdon Batista;24;0;2563
44008;SC;Catanduvas;24;0;10861
44008;SE;Pirambu;24;4;9280
44008;SP;Sales Oliveira;24;0;11890
44007;MS;Sidrolândia;24;1;57665
44007;PR;Campo Magro;24;1;29318
44007;PR;Céu Azul;24;0;11765
44007;PR;Conselheiro Mairinck;24;0;3860
44007;PR;Ibaiti;24;1;31364
44007;PR;Santo Antônio do Caiuá;24;1;2641
44007;PR;Sapopema;24;2;6736
44007;PR;Três Barras do Paraná;24;0;12040
44007;RN;Lajes;24;1;11277
44007;TO;São Bento do Tocantins;24;0;5324
44006;RO;Pimenteiras do Oeste;24;0;2169
44006;RO;Urupá;24;0;11467
44003;PB;Lagoa de Dentro;24;0;7719
44003;PB;São Mamede;24;2;7724
44008;AL;Belém;23;1;4344
44008;AL;Dois Riachos;23;0;11075
44008;BA;Buritirama;23;0;21174
44008;BA;Seabra;23;1;44091
44008;GO;Americano do Brasil;23;1;6111
44008;GO;Aparecida do Rio Doce;23;1;2474
44008;GO;Jaraguá;23;2;50511
44008;GO;Santo Antônio de Goiás;23;1;6283
44008;MG;Moema;23;1;7517
44008;MG;Ouro Fino;23;1;33639
44008;MT;Alto Boa Vista;23;2;6822
44008;MT;Barra do Bugres;23;1;34966
44008;MT;Bom Jesus do Araguaia;23;0;6580
44008;MT;Canabrava do Norte;23;0;4743
44008;MT;Nova Santa Helena;23;2;3718
44008;MT;Tabaporã;23;1;9489
44008;PA;São João da Ponta;23;2;6139
44008;PI;Porto;23;0;12568
44008;RJ;Santa Maria Madalena;23;0;10404
44008;RS;Getúlio Vargas;23;1;16212
44008;RS;Lavras do Sul;23;0;7480
44008;RS;Muçum;23;0;4954
44008;RS;Progresso;23;0;6244
44008;RS;Santa Clara do Sul;23;0;6603
44008;SC;Lajeado Grande;23;1;1427
44008;SC;Nova Erechim;23;0;5019
44008;SC;Passo de Torres;23;0;8823
44008;SP;Catiguá;23;1;7804
44008;SP;Dourado;23;0;8873
44008;SP;Guapiara;23;4;17157
44008;SP;Quatá;23;2;14109
44008;SP;Serra Negra;23;0;29229
44007;PR;Mariópolis;23;1;6610
44007;PR;São Mateus do Sul;23;1;46261
44007;PR;São Sebastião da Amoreira;23;2;8853
44007;PR;Uraí;23;1;11314
44007;TO;Rio Sono;23;1;6478
44003;PB;Logradouro;23;0;4332
44003;PB;Quixaba;23;0;1956
44003;PB;São José de Piranhas;23;1;20251
44008;BA;Barra do Choça;22;0;31603
44008;BA;Mutuípe;22;0;22221
44008;BA;Santa Teresinha;22;1;10405
44008;BA;Sapeaçu;22;0;17398
44008;ES;Dores do Rio Preto;22;0;6749
44008;ES;Itaguaçu;22;0;14066
44008;ES;Vila Pavão;22;0;9208
44008;GO;Cocalzinho de Goiás;22;2;20240
44008;MA;Governador Luiz Rocha;22;0;7807
44008;MA;Tufilândia;22;1;5840
44008;MG;Astolfo Dutra;22;1;14179
44008;MG;Chiador;22;0;2687
44008;MG;Cordisburgo;22;0;8890
44008;MG;Iraí de Minas;22;0;6987
44008;MG;Luz;22;1;18215
44008;MG;Miraí;22;0;15014
44008;MT;Arenápolis;22;1;9607
44008;MT;Porto dos Gaúchos;22;1;5410
44008;PE;Casinhas;22;2;14341
44008;PE;Serrita;22;2;19165
44008;PI;Francinópolis;22;0;5348
44008;PI;São João do Piauí;22;0;20601
44008;RS;Butiá;22;1;20941
44008;RS;Dom Pedrito;22;1;38461
44008;RS;Quaraí;22;2;22687
44008;RS;Restinga Sêca;22;1;15789
44008;SC;Meleiro;22;0;7015
44008;SC;Modelo;22;0;4209
44008;SC;Pinhalzinho;22;0;20313
44008;SE;Cristinápolis;22;0;17874
44008;SE;São Miguel do Aleixo;22;0;3930
44008;SP;Apiaí;22;0;24374
44008;SP;Conchas;22;3;17896
44008;SP;Estiva Gerbi;22;1;11304
44008;SP;Ilha Solteira;22;0;26686
44008;SP;Santa Salete;22;1;1545
44007;MS;Glória de Dourados;22;1;9965
44007;MS;Itaquiraí;22;1;21142
44007;PR;Ivaiporã;22;2;31984
44007;RN;Santana do Matos;22;0;12791
44007;TO;Palmeirante;22;1;6026
44007;TO;Tabocão;22;0;2589
44006;RO;Costa Marques;22;0;18331
44003;PB;Areial;22;1;6998
44003;PB;São José de Caiana;22;0;6359
44008;BA;Barra;21;0;53578
44008;BA;Canarana;21;0;26176
44008;BA;Itororó;21;1;20382
44008;BA;Nova Ibiá;21;1;6591
44008;BA;Sento Sé;21;0;40684
44008;CE;Tarrafas;21;1;8592
44008;GO;Cachoeira Alta;21;0;12484
44008;MA;Presidente Juscelino;21;0;12734
44008;MG;Candeias;21;0;14886
44008;MG;Coromandel;21;0;27974
44008;MG;Córrego do Bom Jesus;21;1;3704
44008;MG;Guanhães;21;0;34319
44008;MG;Machado;21;0;42133
44008;MG;Resplendor;21;1;17397
44008;MG;Santa Rita do Sapucaí;21;1;43260
44008;MT;Dom Aquino;21;1;8178
44008;MT;Ipiranga do Norte;21;0;7667
44008;MT;Terra Nova do Norte;21;0;9667
44008;MT;Vera;21;1;11309
44008;RJ;Cantagalo;21;1;20172
44008;RS;Chiapetta;21;0;3756
44008;RS;Entre Rios do Sul;21;0;2792
44008;RS;Estação;21;0;5958
44008;RS;Itaqui;21;0;37620
44008;RS;Nova Alvorada;21;1;3625
44008;SC;Cordilheira Alta;21;0;4453
44008;SC;Erval Velho;21;0;4412
44008;SC;Papanduva;21;4;19320
44008;SC;Pescaria Brava;21;0;10091
44008;SP;Areiópolis;21;3;11129
44008;SP;Cajuru;21;2;26167
44008;SP;Fartura;21;1;16036
44008;SP;Holambra;21;0;14930
44008;SP;Itirapina;21;0;18157
44008;SP;Ouroeste;21;0;10361
44008;SP;Palmares Paulista;21;2;13275
44008;SP;Pedreira;21;0;47919
44008;SP;Rancharia;21;1;29707
44008;SP;Santo Anastácio;21;3;20878
44007;PR;Adrianópolis;21;1;5919
44007;PR;Bandeirantes;21;1;31367
44007;PR;Catanduvas;21;0;10189
44007;PR;Japurá;21;0;9425
44007;PR;Nova Londrina;21;0;13213
44007;PR;Reserva;21;1;26715
44007;RN;Lagoa Salgada;21;0;8245
44003;PB;Assunção;21;0;3990
44003;PB;Olivedos;21;0;3932
44003;PB;São João do Cariri;21;0;4199
44003;PB;Serraria;21;1;6099
